# category	subcategory	protein:ID	color	position
Information Storage and Processing	Chromatin Structure and Dynamics	HOS2:GS115_003038-T1	rgb(57,86,102)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	JEM1:GS115_003039-T1	rgb(133,82,133)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SEC2:GS115_003040-T1	rgb(107,60,79)	
Information Storage and Processing	Replication, Recombination and Repair	TOF1:GS115_003041-T1	rgb(45,94,135)	
Poorly Characterized	Function Unknown	PDR1:GS115_003043-T1	rgb(14,56,61)	
Metabolism	Inorganic Ion Transport and Metabolism	FET4:GS115_003044-T1	rgb(136,55,3)	
Poorly Characterized	Function Unknown	AOA67939.1:GS115_003045-T1	rgb(11,47,58)	
Metabolism	Inorganic Ion Transport and Metabolism	ALR1:GS115_003046-T1	rgb(140,57,2)	
Poorly Characterized	Function Unknown	CCA37702.1:GS115_003047-T1	rgb(21,51,64)	
Poorly Characterized	Function Unknown	XP_002492212.1:GS115_003048-T1	rgb(10,48,58)	
Poorly Characterized	Function Unknown	AOA67130.1:GS115_003049-T1	rgb(11,52,67)	
Poorly Characterized	Function Unknown	AOA70184.1:GS115_003050-T1	rgb(19,53,63)	
Poorly Characterized	Function Unknown	AOA68828.1:GS115_003051-T1	rgb(16,43,67)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	ADH6:GS115_003052-T1	rgb(194,86,6)	
Poorly Characterized	Function Unknown	AOA68264.1:GS115_003053-T1	rgb(15,46,57)	
Poorly Characterized	Function Unknown	AOA68335.1:GS115_003054-T1	rgb(21,49,57)	
Metabolism	Lipid Transport and Metabolism	XP_002492219.1:GS115_003055-T1	rgb(119,36,6)	
Information Storage and Processing	Transcription	PDR8:GS115_003056-T1	rgb(115,178,187)	
Information Storage and Processing	Transcription	XP_002492221.1:GS115_003057-T1	rgb(120,170,196)	
Metabolism	Coenzyme Transport and Metabolism	AOA69978.1:GS115_003058-T1	rgb(245,157,33)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	FLO9:GS115_003059-T1	rgb(170,110,162)	
Cellular Processes and Signaling	Defense Mechanisms	YDR541C:GS115_003060-T1	rgb(106,64,130)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	FLO1:GS115_003061-T1	rgb(162,104,168)	
Poorly Characterized	Function Unknown	AOA68725.1:GS115_003062-T1	rgb(15,54,56)	
Metabolism	Amino Acid Transport and Metabolism	MUP1:GS115_003063-T1	rgb(242,183,44)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	FMO1:GS115_003064-T1	rgb(187,89,11)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	FEX2:GS115_003065-T1	rgb(122,69,107)	
Metabolism	Coenzyme Transport and Metabolism	DAL4:GS115_003066-T1	rgb(253,154,28)	
Metabolism	Carbohydrate Transport and Metabolism	YFL040W:GS115_003067-T1	rgb(230,133,23)	
Metabolism	Inorganic Ion Transport and Metabolism	DUR3:GS115_003068-T1	rgb(143,59,2)	
Poorly Characterized	Function Unknown	AOA68924.1:GS115_003069-T1	rgb(18,51,62)	
Information Storage and Processing	Transcription	TEA1:GS115_003070-T1	rgb(112,170,196)	
Metabolism	Carbohydrate Transport and Metabolism	YIL166C:GS115_003071-T1	rgb(240,133,18)	
Poorly Characterized	Function Unknown	AOA68414.1:GS115_003072-T1	rgb(17,44,68)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	AOA68981.1:GS115_003073-T1	rgb(130,77,123)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	AOA68533.1:GS115_003074-T1	rgb(124,82,130)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	AOA68862.1:GS115_003075-T1	rgb(181,135,149)	
Metabolism	Energy Production and Conversion	PET8:GS115_003076-T1	rgb(247,178,49)	
Metabolism	Amino Acid Transport and Metabolism	NFS1:GS115_003077-T1	rgb(240,184,36)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RLP7:GS115_003078-T1	rgb(156,169,177)	
Metabolism	Amino Acid Transport and Metabolism	LEU2:GS115_003079-T1	rgb(240,184,41)	
Metabolism	Energy Production and Conversion	ODC1:GS115_003080-T1	rgb(246,166,46)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	SMK1:GS115_003082-T1	rgb(190,132,153)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	VPS15:GS115_003083-T1	rgb(185,137,160)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	PEX2:GS115_003084-T1	rgb(132,75,128)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	VPS29:GS115_003085-T1	rgb(101,60,78)	
Poorly Characterized	Function Unknown	YOR020W-A:GS115_003086-T1	rgb(18,43,59)	
Information Storage and Processing	RNA Processing and Modification	PRP3:GS115_003087-T1	rgb(91,139,165)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	TOM1:GS115_003088-T1	rgb(129,71,131)	
Poorly Characterized	Function Unknown	AOA68322.1:GS115_003089-T1	rgb(21,50,57)	
Information Storage and Processing	Replication, Recombination and Repair	ELG1:GS115_003090-T1	rgb(54,96,131)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	ARP8:GS115_003091-T1	rgb(68,57,70)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	TLG1:GS115_003092-T1	rgb(94,61,82)	
Poorly Characterized	Function Unknown	AOA69337.1:GS115_003093-T1	rgb(14,50,63)	
Information Storage and Processing	Transcription	SPT3:GS115_003094-T1	rgb(107,167,188)	
Metabolism	Coenzyme Transport and Metabolism	THI80:GS115_003095-T1	rgb(253,164,38)	
Metabolism	Lipid Transport and Metabolism	ERG25:GS115_003096-T1	rgb(115,47,4)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL20B:GS115_003097-T1	rgb(148,175,172)	
Poorly Characterized	Function Unknown	AOA69378.1:GS115_003098-T1	rgb(11,53,61)	
Poorly Characterized	Function Unknown	VPS71:GS115_003099-T1	rgb(20,43,60)	
Metabolism	Energy Production and Conversion	ARH1:GS115_003100-T1	rgb(253,169,54)	
Metabolism	Energy Production and Conversion	ATP17:GS115_003101-T1	rgb(251,172,53)	
Information Storage and Processing	RNA Processing and Modification	LSM6:GS115_003102-T1	rgb(87,148,160)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	TUL1:GS115_003103-T1	rgb(129,77,133)	
Poorly Characterized	Function Unknown	YKL033W-A:GS115_003104-T1	rgb(16,44,61)	
Metabolism	Nucleotide Transport and Metabolism	PRS3:GS115_003105-T1	rgb(245,202,67)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	ETP1:GS115_003106-T1	rgb(129,81,123)	
Poorly Characterized	Function Unknown	AOA69147.1:GS115_003107-T1	rgb(16,52,62)	
Information Storage and Processing	RNA Processing and Modification	RRP5:GS115_003108-T1	rgb(93,140,161)	
Poorly Characterized	Function Unknown	YOR289W:GS115_003109-T1	rgb(22,44,60)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	MXR1:GS115_003110-T1	rgb(124,72,132)	
Poorly Characterized	Function Unknown	AOA69098.1:GS115_003111-T1	rgb(12,52,57)	
Information Storage and Processing	Transcription	RSC4:GS115_003112-T1	rgb(118,173,185)	
Metabolism	Lipid Transport and Metabolism	CAT2:GS115_003113-T1	rgb(116,49,1)	
Poorly Characterized	Function Unknown	RFX1:GS115_003114-T1	rgb(11,43,61)	
Metabolism	Lipid Transport and Metabolism	DGK1:GS115_003115-T1	rgb(121,48,9)	
Information Storage and Processing	Transcription	AOA69041.1:GS115_003116-T1	rgb(117,171,188)	
Poorly Characterized	Function Unknown	AOA68380.1:GS115_003117-T1	rgb(23,53,58)	
Metabolism	Lipid Transport and Metabolism	SCT1:GS115_003118-T1	rgb(126,47,4)	
Poorly Characterized	Function Unknown	AOA69237.1:GS115_003119-T1	rgb(19,55,62)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	ULA1:GS115_003120-T1	rgb(125,78,133)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	AOA68930.1:GS115_003121-T1	rgb(129,78,123)	
Poorly Characterized	Function Unknown	CAF120:GS115_003123-T1	rgb(16,53,67)	
Poorly Characterized	Function Unknown	PRY2:GS115_003124-T1	rgb(22,53,67)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	SUI2:GS115_003125-T1	rgb(155,176,177)	
Poorly Characterized	Function Unknown	MHO1:GS115_003126-T1	rgb(10,51,67)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	FLO1:GS115_003127-T1	rgb(174,114,162)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	APL1:GS115_003128-T1	rgb(107,57,79)	
Information Storage and Processing	RNA Processing and Modification	HRQ1:GS115_003129-T1	rgb(89,146,166)	
Metabolism	Carbohydrate Transport and Metabolism	ENO1:GS115_003130-T1	rgb(236,133,17)	
Poorly Characterized	Function Unknown	AOA68445.1:GS115_003131-T1	rgb(23,45,63)	
Poorly Characterized	Function Unknown	AOA68254.1:GS115_003132-T1	rgb(11,49,65)	
Metabolism	Nucleotide Transport and Metabolism	ADE2:GS115_003133-T1	rgb(246,206,67)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	SPS19:GS115_003134-T1	rgb(188,85,5)	
Poorly Characterized	Function Unknown	RAX1:GS115_003135-T1	rgb(11,49,68)	
Poorly Characterized	Function Unknown	AIM6:GS115_003136-T1	rgb(16,51,69)	
Poorly Characterized	Function Unknown	YBL028C:GS115_003137-T1	rgb(18,49,65)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL19A:GS115_003138-T1	rgb(155,178,176)	
Information Storage and Processing	Transcription	TEC1:GS115_003139-T1	rgb(113,169,193)	
Information Storage and Processing	Transcription	MAK21:GS115_003140-T1	rgb(112,176,185)	
Metabolism	Coenzyme Transport and Metabolism	ARO10:GS115_003141-T1	rgb(246,153,28)	
Poorly Characterized	Function Unknown	AOA68279.1:GS115_003142-T1	rgb(11,46,57)	
Information Storage and Processing	RNA Processing and Modification	YRA1:GS115_003143-T1	rgb(88,147,160)	
Poorly Characterized	Function Unknown	YDR381C-A:GS115_003144-T1	rgb(19,50,69)	
Poorly Characterized	Function Unknown	GS115_003145-T1:GS115_003145-T1	rgb(12,43,65)	
Metabolism	Energy Production and Conversion	YIA6:GS115_003146-T1	rgb(248,173,49)	
Metabolism	Energy Production and Conversion	ORT1:GS115_003147-T1	rgb(251,170,52)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPP2B:GS115_003148-T1	rgb(157,174,173)	
Poorly Characterized	Function Unknown	AOA68767.1:GS115_003149-T1	rgb(17,56,65)	
Poorly Characterized	Function Unknown	AOA68240.1:GS115_003150-T1	rgb(19,56,58)	
Poorly Characterized	Function Unknown	AOA69320.1:GS115_003151-T1	rgb(13,48,59)	
Poorly Characterized	Function Unknown	AOA68875.1:GS115_003152-T1	rgb(12,48,60)	
Poorly Characterized	Function Unknown	AOA69108.1:GS115_003153-T1	rgb(21,53,63)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	PFY1:GS115_003154-T1	rgb(70,48,61)	
Information Storage and Processing	Transcription	LEO1:GS115_003155-T1	rgb(116,168,198)	
Metabolism	Carbohydrate Transport and Metabolism	CTS2:GS115_003156-T1	rgb(236,126,25)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	VPS74:GS115_003157-T1	rgb(97,64,78)	
Metabolism	Amino Acid Transport and Metabolism	YHR112C:GS115_003158-T1	rgb(248,180,46)	
Metabolism	Nucleotide Transport and Metabolism	ESF1:GS115_003159-T1	rgb(246,203,69)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	RTC5:GS115_003160-T1	rgb(132,71,129)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	RIO1:GS115_003161-T1	rgb(183,133,155)	
Poorly Characterized	Function Unknown	KEI1:GS115_003162-T1	rgb(17,43,56)	
Poorly Characterized	Function Unknown	AOA69335.1:GS115_003163-T1	rgb(12,45,65)	
Information Storage and Processing	Transcription	SFL1:GS115_003164-T1	rgb(119,171,193)	
Poorly Characterized	Function Unknown	SCV12310.1:GS115_003165-T1	rgb(12,56,57)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	BCS1:GS115_003166-T1	rgb(122,76,131)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	UBP2:GS115_003167-T1	rgb(130,78,130)	
Information Storage and Processing	Transcription	TFC6:GS115_003168-T1	rgb(119,175,192)	
Metabolism	Amino Acid Transport and Metabolism	YHR112C:GS115_003169-T1	rgb(238,183,48)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	BIG1:GS115_003170-T1	rgb(104,60,74)	
Poorly Characterized	Function Unknown	AOA69368.1:GS115_003171-T1	rgb(10,55,67)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	APS3:GS115_003172-T1	rgb(94,67,76)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	CBP4:GS115_003173-T1	rgb(103,64,78)	
Metabolism	Lipid Transport and Metabolism	ERG1:GS115_003174-T1	rgb(113,46,4)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	AMF1:GS115_003175-T1	rgb(107,60,81)	
Poorly Characterized	Function Unknown	AOA68577.1:GS115_003176-T1	rgb(14,46,69)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	YPK1:GS115_003177-T1	rgb(191,125,151)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	HSL1:GS115_003178-T1	rgb(126,62,115)	
Metabolism	Coenzyme Transport and Metabolism	AOA68858.1:GS115_003179-T1	rgb(245,153,26)	
Information Storage and Processing	Transcription	SIZ1:GS115_003180-T1	rgb(112,171,188)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	STE14:GS115_003181-T1	rgb(126,73,126)	
Poorly Characterized	Function Unknown	FCF1:GS115_003182-T1	rgb(11,46,62)	
Poorly Characterized	Function Unknown	RUP1:GS115_003183-T1	rgb(15,47,69)	
Poorly Characterized	Function Unknown	RSR1:GS115_003184-T1	rgb(23,44,63)	
Metabolism	Carbohydrate Transport and Metabolism	AOA69071.1:GS115_003185-T1	rgb(232,124,13)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	AOA68367.1:GS115_003186-T1	rgb(181,86,13)	
Information Storage and Processing	Transcription	CST6:GS115_003187-T1	rgb(110,177,191)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	STP22:GS115_003188-T1	rgb(98,67,80)	
Poorly Characterized	Function Unknown	AOA68906.1:GS115_003189-T1	rgb(18,47,59)	
Poorly Characterized	Function Unknown	AOA68385.1:GS115_003190-T1	rgb(16,55,65)	
Metabolism	Inorganic Ion Transport and Metabolism	HMX1:GS115_003191-T1	rgb(142,58,11)	
Poorly Characterized	Function Unknown	AOA69306.1:GS115_003192-T1	rgb(11,48,65)	
Metabolism	Inorganic Ion Transport and Metabolism	PHO84:GS115_003193-T1	rgb(136,55,10)	
Poorly Characterized	Function Unknown	BMT6:GS115_003194-T1	rgb(20,46,67)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SEC4:GS115_003195-T1	rgb(102,67,78)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	FRS1:GS115_003196-T1	rgb(149,166,182)	
Poorly Characterized	Function Unknown	YFL034W:GS115_003197-T1	rgb(21,51,57)	
Poorly Characterized	Function Unknown	AOA68685.1:GS115_003198-T1	rgb(16,44,62)	
Poorly Characterized	Function Unknown	TEL2:GS115_003199-T1	rgb(19,56,65)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	RIM15:GS115_003200-T1	rgb(189,128,152)	
Poorly Characterized	Function Unknown	AOA69379.1:GS115_003201-T1	rgb(12,46,69)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	RHO1:GS115_003202-T1	rgb(169,107,161)	
Metabolism	Amino Acid Transport and Metabolism	MET16:GS115_003203-T1	rgb(246,175,44)	
Information Storage and Processing	Transcription	NUT2:GS115_003204-T1	rgb(111,178,194)	
Poorly Characterized	Function Unknown	AOA68470.1:GS115_003205-T1	rgb(22,53,60)	
Poorly Characterized	Function Unknown	AFG1:GS115_003206-T1	rgb(14,53,61)	
Poorly Characterized	Function Unknown	YHR045W:GS115_003207-T1	rgb(15,44,63)	
Poorly Characterized	Function Unknown	SCV12300.1:GS115_003208-T1	rgb(15,47,67)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	MRPS9:GS115_003209-T1	rgb(146,173,178)	
Poorly Characterized	Function Unknown	MHF1:GS115_003210-T1	rgb(16,46,62)	
Metabolism	Coenzyme Transport and Metabolism	RIB7:GS115_003211-T1	rgb(252,153,27)	
Information Storage and Processing	Transcription	RPB5:GS115_003212-T1	rgb(119,172,191)	
Metabolism	Energy Production and Conversion	DUF1:GS115_003213-T1	rgb(255,172,48)	
Poorly Characterized	Function Unknown	AOA68558.1:GS115_003214-T1	rgb(18,44,66)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	BRX1:GS115_003215-T1	rgb(151,167,180)	
Metabolism	Energy Production and Conversion	ATP19:GS115_003216-T1	rgb(249,177,48)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	AVO1:GS115_003217-T1	rgb(188,138,154)	
Cellular Processes and Signaling	Defense Mechanisms	IRA2:GS115_003218-T1	rgb(113,63,124)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL27B:GS115_003219-T1	rgb(153,168,184)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	PKH1:GS115_003220-T1	rgb(191,135,148)	
Poorly Characterized	Function Unknown	AOA68413.1:GS115_003221-T1	rgb(11,45,63)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	WRS1:GS115_003222-T1	rgb(148,177,185)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	YDR341C:GS115_003223-T1	rgb(148,172,175)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	YPS1:GS115_003224-T1	rgb(132,84,132)	
Metabolism	Coenzyme Transport and Metabolism	RIB3:GS115_003225-T1	rgb(253,162,35)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	VPS60:GS115_003226-T1	rgb(106,66,74)	
Metabolism	Coenzyme Transport and Metabolism	COQ3:GS115_003227-T1	rgb(243,156,30)	
Poorly Characterized	Function Unknown	VPS72:GS115_003228-T1	rgb(20,54,61)	
